"te","meaning","language","item","ipa","xsampa","lv","n_phon","n_syll","syll","freq","freq_syll","list"
504,"jar","Spanish","jarra","ˈxa.ra","""xa.ra",0.25,4,2,"xa, ra",5.81337118060893,14.105210355646,"A"
508,"book","Catalan","llibre","ˈʎi.βɾə","""Li.B4@",0.6,5,2,"Li, B4@",6.44600571221515,13.4303250553405,"A"
508,"book","Spanish","libro","ˈli.βɾo","""li.B4o",0.6,5,2,"li, B4o",6.44600571221515,13.2995598994791,"A"
509,"key","Catalan","clau","kɫaw","k5aw",0,4,1,"k5aw",5.95473588676832,5.95473588676832,"A, B, C, D"
509,"key","Spanish","llaves","ˈʎa.βes","""La.Bes",0,5,2,"La, Bes",5.95473588676832,12.8104099901028,"A, B, C, D"
513,"hammer","Catalan","martell","mərˈteʎ","m@r""teL",0.428571428571429,6,2,"m@r, teL",6.10333602058006,12.4552268769331,"A, B, C, D"
513,"hammer","Spanish","martillo","maɾˈti.ʎo","ma4""ti.Lo",0.428571428571429,7,3,"ma4, ti, Lo",6.10333602058006,20.3790929737412,"A, B, C, D"
516,"medicine","Catalan","medicina","mə.ðiˈsi.nə","m@.Di""si.n@",0.625,8,4,"m@, Di, si, n@",6.12531254719423,27.848963599615,"A"
516,"medicine","Spanish","medicina","me.ðiˈθi.na","me.Di""Ti.na",0.625,8,4,"me, Di, Ti, na",6.12531254719423,27.5945480762823,"A"
517,"table","Catalan","taula","ˈtaw.ɫə","""taw.5@",0,5,2,"taw, 5@",6.10040915829017,12.8173870694071,"A, B, C, D"
517,"table","Spanish","mesa","ˈme.sa","""me.sa",0,4,2,"me, sa",6.10040915829017,13.7598528455352,"A, B, C, D"
518,"microwave","Catalan","microones","mi.kɾuˈo.nəs","mi.k4u""o.n@s",0.666666666666667,9,4,"mi, k4u, o, n@s",5.85384881491306,25.3406782576821,"C"
518,"microwave","Spanish","microondas","miˈkɾon.ðas","mi""k4on.Das",0.666666666666667,9,3,"mi, k4on, Das",5.85384881491306,18.6522938879405,"C"
520,"coin","Catalan","moneda","muˈnɛ.ðə","mu""nE.D@",0.428571428571429,6,3,"mu, nE, D@",5.80845583926517,19.5352656941962,"A, B, C, D"
520,"coin","Spanish","moneda","moˈne.ðas","mo""ne.Das",0.428571428571429,7,3,"mo, ne, Das",5.80845583926517,19.9650923398592,"A, B, C, D"
524,"potty","Catalan","orinal","u.ɾiˈnaɫ","u.4i""na5",0.666666666666667,6,3,"u, 4i, na5",6.21446130085591,19.7898152955371,"A"
524,"potty","Spanish","orinal","o.ɾiˈnal","o.4i""nal",0.666666666666667,6,3,"o, 4i, nal",6.21446130085591,20.0986952780342,"A"
528,"comb (object)","Catalan","pinta","ˈpin.tə","""pin.t@",0.2,5,2,"pin, t@",6.14128505085953,13.831749599705,"A"
528,"comb (object)","Spanish","peine","ˈpej.ne","""pej.ne",0.2,5,2,"pej, ne",6.14128505085953,13.2558696373705,"A"
530,"battery","Catalan","pila","ˈpi.lə","""pi.l@",0.75,4,2,"pi, l@",5.90434520605241,13.1704768855902,"C"
530,"battery","Spanish","pila","ˈpi.la","""pi.la",0.75,4,2,"pi, la",5.90434520605241,13.3803014619551,"C"
532,"plate","Catalan","plat","pɫat","p5at",0.6,4,1,"p5at",6.05069816886048,6.05069816886048,"A"
532,"plate","Spanish","plato","ˈpla.to","""pla.to",0.6,5,2,"pla, to",6.05069816886048,13.6277271596286,"A"
534,"door","Catalan","porta","ˈpɔr.tə","""pOr.t@",0.333333333333333,5,2,"pOr, t@",6.04555003813952,13.5705302797364,"A, B, C, D"
534,"door","Spanish","puerta","ˈpweɾ.ta","""pwe4.ta",0.333333333333333,6,2,"pwe4, ta",6.04555003813952,13.4149477932107,"A, B, C, D"
535,"radio","Catalan","radio","ˈra.ði.u","""ra.Di.u",0.6,5,3,"ra, Di, u",5.92527937388435,20.0460235456479,"D"
535,"radio","Spanish","radio","ˈra.ðjo","""ra.Djo",0.6,5,2,"ra, Djo",5.92527937388435,12.8635851282441,"D"
538,"clock","Catalan","rellotge","rəˈʎɔ.dʒə","r@""LO.dZ@",0.142857142857143,7,3,"r@, LO, dZ@",6.01014474284523,20.100635609231,"C"
538,"clock","Spanish","reloj","reˈlox","re""lox",0.142857142857143,5,2,"re, lox",6.01014474284523,12.0202894856905,"C"
541,"chair","Catalan","cadira","kəˈði.ɾə","k@""Di.4@",0.166666666666667,6,3,"k@, Di, 4@",6.18506794256763,21.1459076801026,"A, B, C, D"
541,"chair","Spanish","silla","ˈsi.ʎa","""si.La",0.166666666666667,4,2,"si, La",6.18506794256763,13.517090617812,"A, B, C, D"
544,"couch","Catalan","sofa","suˈfa","su""fa",0.75,4,2,"su, fa",5.86861959052287,12.7302986585868,"A"
544,"couch","Spanish","sofa","soˈfa","so""fa",0.75,4,2,"so, fa",5.86861959052287,13.5811155309861,"A"
545,"cup","Catalan","tasso","təˈso","t@""so",0.25,4,2,"t@, so",6.1587442478764,14.1847519161497,"B"
545,"cup","Spanish","taza","ˈta.θa","""ta.Ta",0.25,4,2,"ta, Ta",6.1587442478764,14.2211409538033,"B"
547,"telephone","Catalan","telefon","təˈɫɛ.fun","t@""5E.fun",0.375,7,3,"t@, 5E, fun",5.95864368073479,20.1097725264104,"D"
547,"telephone","Spanish","telefono","teˈle.fo.no","te""le.fo.no",0.375,8,4,"te, le, fo, no",5.95864368073479,27.1341343693642,"D"
549,"fork","Catalan","forquilla","furˈki.ʎə","fur""ki.L@",0,7,3,"fur, ki, L@",5.98387210229888,19.4552504443469,"A, B, C, D"
549,"fork","Spanish","tenedor","te.neˈðoɾ","te.ne""Do4",0,7,3,"te, ne, Do4",5.98387210229888,20.2613738144642,"A, B, C, D"
551,"towel","Catalan","tovallola","tu.βəˈʎɔ.ɫə","tu.B@""LO.5@",0.25,8,4,"tu, B@, LO, 5@",6.0182756589874,27.2346760026387,"A, B, C, D"
551,"towel","Spanish","toalla","toˈa.ʎa","to""a.La",0.25,5,3,"to, a, La",6.0182756589874,21.5668214105982,"A, B, C, D"
552,"towel","Catalan","tovalloletes","tu.βə.ʎuˈɫɛ.təs","tu.B@.Lu""5E.t@s",0.363636363636364,11,5,"tu, B@, Lu, 5E, t@s",6.0182756589874,33.5266573737683,"A"
552,"towel","Spanish","toallitas","toaˈʎi.tas","toa""Li.tas",0.363636363636364,8,3,"toa, Li, tas",6.0182756589874,19.0401277177447,"A"
553,"glass","Catalan","got","ɡɔt","gOt",0,3,1,"gOt",5.92292725400511,5.92292725400511,"A, B, C, D"
553,"glass","Spanish","vaso","ˈba.so","""ba.so",0,4,2,"ba, so",5.92292725400511,13.9721931837073,"A, B, C, D"
554,"video","Catalan","video","ˈbi.ðe.o","""bi.De.o",1,5,3,"bi, De, o",5.71008190140427,19.4376889656051,"C"
554,"video","Spanish","video","ˈbi.ðeo","""bi.Deo",1,5,2,"bi, Deo",5.71008190140427,12.2921037579046,"C"
582,"water (not beverage)","Catalan","aigua2","ˈaj.ɣwə","""aj.Gw@",0.6,5,2,"aj, Gw@",6.22816391678412,13.0583878248962,"D"
582,"water (not beverage)","Spanish","agua2","ˈa.ɣwa","""a.Gwa",0.6,4,2,"a, Gwa",6.22816391678412,13.9296937694932,"D"
583,"tree","Catalan","arbre","ˈa.βɾə","""a.B4@",0.4,4,2,"a, B4@",6.11848585846161,13.4959007930364,"A, B, C, D"
583,"tree","Spanish","arbol","ˈaɾ.βol","""a4.Bol",0.4,5,2,"a4, Bol",6.11848585846161,12.2369717169232,"A, B, C, D"
584,"ground","Catalan","sorra","ˈso.rə","""so.r@",0,4,2,"so, r@",5.71252792795068,13.5690091713049,"A, B, C, D"
584,"ground","Spanish","arena","aˈɾe.na","a""4e.na",0,5,3,"a, 4e, na",5.71252792795068,21.1032579858243,"A, B, C, D"
585,"flag","Catalan","bandera","bənˈðe.ɾə","b@n""De.4@",0.714285714285714,7,3,"b@n, De, 4@",5.71427620585179,19.1078749521957,"C"
585,"flag","Spanish","bandera","banˈðe.ɾa","ban""De.4a",0.714285714285714,7,3,"ban, De, 4a",5.71427620585179,20.0417415261888,"C"
586,"ground","Catalan","fang","faŋ","faN",0.25,3,1,"faN",5.71252792795068,5.71252792795068,"D"
586,"ground","Spanish","barro","ˈba.ro","""ba.ro",0.25,4,2,"ba, ro",5.71252792795068,13.8221983422085,"D"
587,"street","Catalan","carrer","kəˈre","k@""re",0.5,4,2,"k@, re",5.9034830219962,13.035545233506,"A"
587,"street","Spanish","calle","ˈka.ʎe","""ka.Le",0.5,4,2,"ka, Le",5.9034830219962,14.0558926390109,"A"
589,"country","Catalan","camp","kam","kam",0.6,3,1,"kam",5.60658245319807,5.60658245319807,"C"
589,"country","Spanish","campo","ˈkam.po","""kam.po",0.6,5,2,"kam, po",5.60658245319807,12.4813722688195,"C"
591,"house","Catalan","casa","ˈka.zə","""ka.z@",0.5,4,2,"ka, z@",6.26296510389769,13.4822409279761,"A, B, C, D"
591,"house","Spanish","casa","ˈka.sa","""ka.sa",0.5,4,2,"ka, sa",6.26296510389769,14.3542789547883,"A, B, C, D"
594,"sky","Catalan","cel","sɛɫ","sE5",0,3,1,"sE5",5.85833008656408,5.85833008656408,"A, B, C, D"
594,"sky","Spanish","cielo","ˈθje.lo","""Tje.lo",0,5,2,"Tje, lo",5.85833008656408,12.9711292559163,"A, B, C, D"
597,"star","Catalan","estel","əsˈtɛɫ","@s""tE5",0.285714285714286,5,2,"@s, tE5",5.96439803986265,12.7335450297061,"C"
597,"star","Spanish","estrella","esˈtɾe.ʎa","es""t4e.La",0.285714285714286,7,3,"es, t4e, La",5.96439803986265,19.4917173603806,"C"
598,"party","Catalan","festa","ˈfes.tə","""fes.t@",0.666666666666667,5,2,"fes, t@",5.99128038152,13.5162606231169,"D"
598,"party","Spanish","fiesta","ˈfjes.ta","""fjes.ta",0.666666666666667,6,2,"fjes, ta",5.99128038152,13.3606781365912,"D"
599,"flower","Catalan","flor","fɫɔ","f5O",0.25,3,1,"f5O",6.03229854363036,6.03229854363036,"A, B, C, D"
599,"flower","Spanish","flor","floɾ","flo4",0.25,4,1,"flo4",6.03229854363036,6.03229854363036,"A, B, C, D"
601,"farm","Catalan","granja","ɡɾaɲ.ʒə","g4aJ.Z@",0.5,6,2,"g4aJ, Z@",6.09522989269372,12.8486288871521,"C"
601,"farm","Spanish","granja","ˈɡɾan.xa","""g4an.xa",0.5,6,2,"g4an, xa",6.09522989269372,13.2621344939799,"C"
607,"church","Catalan","esglesia","əzˈɡɫe.zi.ə","@z""g5e.zi.@",0.25,8,4,"@z, g5e, zi, @",5.87035800160455,25.2578664957119,"A"
607,"church","Spanish","iglesia","iˈɡle.sja","i""gle.sja",0.25,7,3,"i, gle, sja",5.87035800160455,17.6110740048136,"A"
608,"yard","Catalan","jardi","ʒərˈði","Z@r""Di",0.333333333333333,5,2,"Z@r, Di",5.77245336920121,12.4059142041617,"B"
608,"yard","Spanish","jardin","xaɾˈðin","xa4""Din",0.333333333333333,6,2,"xa4, Din",5.77245336920121,11.5449067384024,"B"
610,"rain","Catalan","pluja","ˈpɫu.ʒə","""p5u.Z@",0,5,2,"p5u, Z@",5.89350992691683,12.6469089213752,"D"
610,"rain","Spanish","lluvia","ˈʎu.βja","""Lu.Bja",0,5,2,"Lu, Bja",5.89350992691683,11.7870198538337,"D"
611,"moon","Catalan","lluna","ˈʎu.nə","""Lu.n@",0.5,4,2,"Lu, n@",6.11800651125172,13.6350864466242,"A"
611,"moon","Spanish","luna","ˈlu.na","""lu.na",0.5,4,2,"lu, na",6.11800651125172,13.7055158240748,"A"
612,"sea","Catalan","mar","mar","mar",0.666666666666667,3,1,"mar",5.78833775346909,5.78833775346909,"B"
612,"sea","Spanish","mar","maɾ","ma4",0.666666666666667,3,1,"ma4",5.78833775346909,6.27482092749626,"B"
615,"snow","Catalan","neu","new","new",0.4,3,1,"new",6.13030705050133,6.13030705050133,"A"
615,"snow","Spanish","nieve","nje.βe","nje.Be",0.4,5,2,"nje, Be",6.13030705050133,12.9232594418027,"A"
616,"cloud","Catalan","nuvol2","ˈnu.βuɫ","""nu.Bu5",0.6,5,2,"nu, Bu5",5.73662852859364,12.1408913452329,"B"
616,"cloud","Spanish","nube2","ˈnu.βe","""nu.Be",0.6,4,2,"nu, Be",5.73662852859364,12.529580919895,"B"
618,"shovel","Catalan","pala","ˈpa.ɫə","""pa.5@",0.5,4,2,"pa, 5@",5.90830680025307,13.497116011682,"D"
618,"shovel","Spanish","pala","ˈpa.la","""pa.la",0.5,4,2,"pa, la",5.90830680025307,14.1081382226563,"D"
619,"park","Catalan","parc1","park","park",0.6,4,1,"park",5.89820782055215,6.19923781621613,"A"
619,"park","Spanish","parque","ˈpaɾ.ke","""pa4.ke",0.6,5,2,"pa4, ke",5.89820782055215,12.654516668917,"A"
621,"stone","Catalan","pedra","ˈpe.ðɾə","""pe.D4@",0.666666666666667,5,2,"pe, D4@",6.13332526936127,12.5758576669881,"C"
621,"stone","Spanish","piedra","ˈpje.ðɾa","""pje.D4a",0.666666666666667,6,2,"pje, D4a",6.13332526936127,12.2666505387225,"C"
622,"pool","Catalan","piscina","piˈsi.nə","pi""si.n@",0.714285714285714,6,3,"pi, si, n@",5.94651819591971,20.9812537761781,"D"
622,"pool","Spanish","piscina","pisˈθi.na","pis""Ti.na",0.714285714285714,7,3,"pis, Ti, na",5.94651819591971,20.051853953821,"D"
623,"plant","Catalan","planta","ˈpɫan.tə","""p5an.t@",0.666666666666667,6,2,"p5an, t@",5.87635009062216,13.4013303322191,"A, B, C, D"
623,"plant","Spanish","planta","ˈplan.ta","""plan.ta",0.666666666666667,6,2,"plan, ta",5.87635009062216,13.2457478456933,"A, B, C, D"
624,"beach","Catalan","platja","ˈpɫa.dʒə","""p5a.dZ@",0.333333333333333,6,2,"p5a, dZ@",5.97748157781453,12.678283154178,"B"
624,"beach","Spanish","playa","ˈpla.ʝa","""pla.j\a",0.333333333333333,5,2,"pla, j\a",5.97748157781453,12.6794183833911,"B"
632,"sun","Catalan","sol","sɔɫ","sO5",0.333333333333333,3,1,"sO5",5.86951790549372,6.21032244638183,"B"
632,"sun","Spanish","sol","sol","sol",0.333333333333333,3,1,"sol",5.86951790549372,5.86951790549372,"B"
634,"store","Catalan","botiga","buˈti.ɣə","bu""ti.G@",0,6,3,"bu, ti, G@",6.02458593162166,19.862781197245,"D"
634,"store","Spanish","tienda","ˈtjen.da","""tjen.da",0,6,2,"tjen, da",6.02458593162166,12.0491718632433,"D"
635,"sled","Catalan","tobogan","tu.βuˈɣan","tu.Bu""Gan",0.714285714285714,7,3,"tu, Bu, Gan",6.00184507774471,19.1312788096018,"A, B, C, D"
635,"sled","Spanish","tobogan","to.βoˈɣan","to.Bo""Gan",0.714285714285714,7,3,"to, Bo, Gan",6.00184507774471,20.2294096925647,"A, B, C, D"
638,"window","Catalan","finestra","fiˈnes.tɾə","fi""nes.t4@",0.125,8,3,"fi, nes, t4@",5.91438117328566,19.2091979606689,"A, B, C, D"
638,"window","Spanish","ventana","benˈta.na","ben""ta.na",0.125,7,3,"ben, ta, na",5.91438117328566,20.5780397616967,"A, B, C, D"
639,"zoo","Catalan","zoo","ˈzo.o","""zo.o",0.666666666666667,3,2,"zo, o",6.1772560645531,13.0197090609462,"A"
639,"zoo","Spanish","zoo","ˈθo.o","""To.o",0.666666666666667,3,2,"To, o",6.1772560645531,13.5529855812272,"A"
654,"wheel","Catalan","roda","ˈrɔ.ðə","""rO.D@",0.4,4,2,"rO, D@",5.98433809164592,13.2561153365069,"A, B, C, D"
654,"wheel","Spanish","rueda","ˈrwe.ða","""rwe.Da",0.4,5,2,"rwe, Da",5.98433809164592,12.9385743632982,"A, B, C, D"
655,"grandma","Catalan","avia","ˈa.βi.ə","""a.Bi.@",0.333333333333333,4,3,"a, Bi, @",6.03758448065155,20.4809848416318,"D"
655,"grandma","Spanish","abuela","aˈβwe.la","a""Bwe.la",0.333333333333333,6,3,"a, Bwe, la",6.03758448065155,20.4969968857944,"D"
656,"grandpa","Catalan","avi","ˈa.βi","""a.Bi",0.333333333333333,3,2,"a, Bi",6.01946585978279,13.2767712349552,"A"
656,"grandpa","Spanish","abuelo","aˈβwe.lo","a""Bwe.lo",0.333333333333333,6,3,"a, Bwe, lo",6.01946585978279,20.8429486732789,"A, B, C, D"
658,"baby","Catalan","nado","nəˈðo","n@""Do",0,4,2,"n@, Do",6.54852653530711,13.9241760771175,"C"
658,"baby","Spanish","bebe","beˈbe","be""be",0,4,2,"be, be",6.54852653530711,13.9682567846806,"C"
660,"family","Catalan","familia","faˈmi.lia","fa""mi.lia",1,7,3,"fa, mi, lia",5.85790066333797,18.8121438666827,"A"
660,"family","Spanish","familia","faˈmi.lia","fa""mi.lia",1,7,3,"fa, mi, lia",5.85790066333797,19.076930206583,"A, B, C, D"
662,"man","Catalan","home","ˈɔ.mə","""O.m@",0.2,3,2,"O, m@",6.1133704457185,13.2289486455973,"C"
662,"man","Spanish","hombre","ˈom.bɾe","""om.b4e",0.2,5,2,"om, b4e",6.1133704457185,12.2270752763407,"C"
663,"teacher","Catalan","mestra","ˈmɛs.tɾə","""mEs.t4@",0.571428571428571,6,2,"mEs, t4@",5.85961038641905,12.4946611989509,"D"
663,"teacher","Spanish","maestra","maˈes.tɾa","ma""es.t4a",0.571428571428571,7,3,"ma, es, t4a",5.85961038641905,19.8154111615523,"D"
664,"mommy","Catalan","mare","ˈma.ɾə","""ma.4@",0.5,4,2,"ma, 4@",6.52572937117066,14.1786797017498,"A"
664,"mommy","Spanish","mama","maˈma","ma""ma",0.5,4,2,"ma, ma",6.52572937117066,14.5683111158997,"A, B, C, D"
666,"doctor","Catalan","metge","ˈme.dʒə","""me.dZ@",0.333333333333333,5,2,"me, dZ@",6.04736500721001,12.7472527318754,"C"
666,"doctor","Spanish","medico","ˈme.ði.ka","""me.Di.ka",0.333333333333333,6,3,"me, Di, ka",6.04736500721001,20.9297657817539,"C"
667,"doctor","Catalan","doctor","dukˈto.ɾə","duk""to.4@",0.714285714285714,7,3,"duk, to, 4@",6.04736500721001,19.9421677971319,"D"
667,"doctor","Spanish","doctor","dokˈto.ɾa","dok""to.4a",0.714285714285714,7,3,"dok, to, 4a",6.04736500721001,20.6468931455641,"D"
669,"baby","Catalan","nena","nɛn","nEn",0.5,3,1,"nEn",6.54852653530711,6.54852653530711,"B"
669,"baby","Spanish","nena","ˈne.na","""ne.na",0.5,4,2,"ne, na",6.54852653530711,14.4088454198508,"B"
670,"child","Catalan","noia","ˈnɔ.jə","""nO.j@",0.25,4,2,"nO, j@",6.49154966396854,13.1446950488329,"A, B, C, D"
670,"child","Spanish","nina","ˈni.ɲa","""ni.Ja",0.25,4,2,"ni, Ja",6.49154966396854,13.3209854187444,"A, B, C, D"
672,"daddy","Catalan","pare","ˈpa.ɾə","""pa.4@",0.5,4,2,"pa, 4@",6.38471281307385,14.1605227341974,"A"
672,"daddy","Spanish","papa","paˈpa","pa""pa",0.5,4,2,"pa, pa",6.38471281307385,14.6825816815771,"A, B, C, D"
673,"person","Catalan","persona","pərˈso.nə","p@r""so.n@",0.571428571428571,7,3,"p@r, so, n@",5.96230525094133,20.2250119027693,"B"
673,"person","Spanish","persona","peɾˈso.na","pe4""so.na",0.571428571428571,7,3,"pe4, so, na",5.96230525094133,20.2843220260872,"B"
674,"police","Catalan","policia","pu.ɫiˈsi.ə","pu.5i""si.@",0.428571428571429,7,4,"pu, 5i, si, @",5.93551251423944,27.3828121332223,"C"
674,"police","Spanish","policia","po.liˈθi.a","po.li""Ti.a",0.428571428571429,7,4,"po, li, Ti, a",5.93551251423944,27.9399187844919,"C"
675,"cousin","Catalan","cosina","kuˈzi.nə","ku""zi.n@",0.166666666666667,6,3,"ku, zi, n@",5.73744130201871,20.5249768881684,"D"
675,"cousin","Spanish","prima","ˈpɾi.ma","""p4i.ma",0.166666666666667,5,2,"p4i, ma",5.73744130201871,13.0215968599686,"D"
676,"man","Catalan","senyor","səˈɲo.ɾə","s@""Jo.4@",0.666666666666667,6,3,"s@, Jo, 4@",6.1133704457185,20.3742799832298,"A"
676,"man","Spanish","senor","seˈɲo.ɾa","se""Jo.4a",0.666666666666667,6,3,"se, Jo, 4a",6.1133704457185,20.1771714863145,"A, B, C, D"
677,"niece","Catalan","neboda","nəˈβo.ðə","n@""Bo.D@",0.142857142857143,6,3,"n@, Bo, D@",5.55783391421528,20.3436695597925,"B"
677,"niece","Spanish","sobrina","soˈβɾi.no","so""B4i.no",0.142857142857143,7,3,"so, B4i, no",5.55783391421528,19.8786115209024,"B"
678,"babysitter","Catalan","tata","ˈta.tə","""ta.t@",0.75,4,2,"ta, t@",5.8543561622763,13.9895392140407,"C"
678,"babysitter","Spanish","tata","tata","tata",0.75,4,1,"tata",5.8543561622763,5.8543561622763,"C"
679,"aunt","Catalan","tieta","ˈti.ə","""ti.@",0.666666666666667,3,2,"ti, @",5.80644132416622,13.9490385253705,"D"
679,"aunt","Spanish","tia","ˈti.a","""ti.a",0.666666666666667,3,2,"ti, a",5.80644132416622,14.4802633085728,"D"
680,"uncle","Catalan","oncle","ˈoŋ.kɫə","""oN.k5@",0,5,2,"oN, k5@",5.87122555874717,12.0310927307688,"A"
680,"uncle","Spanish","tio","ˈti.o","""ti.o",0,3,2,"ti, o",5.87122555874717,14.1380624079961,"A, B, C, D"
743,"day","Catalan","dia","ˈdi.ə","""di.@",0.666666666666667,3,2,"di, @",6.01224951156827,13.9651982106023,"A, B, C, D"
743,"day","Spanish","dia","ˈdi.a","""di.a",0.666666666666667,3,2,"di, a",6.01224951156827,13.9784351620504,"A, B, C, D"
747,"night","Catalan","nit","nit","nit",0.4,3,1,"nit",6.06033320695556,6.06033320695556,"A, B, C, D"
747,"night","Spanish","noche","ˈno.tʃe","""no.tSe",0.4,5,2,"no, tSe",6.06033320695556,13.3788202223905,"A, B, C, D"
750,"pen","Catalan","boligraf","boˈɫi","bo""5i",0.75,4,2,"bo, 5i",6.160369886381,13.3861039936544,"C"
750,"pen","Spanish","boligrafo","ˈbo.li","""bo.li",0.75,4,2,"bo, li",6.160369886381,13.7660146017729,"C"
751,"bubbles","Catalan","bombolles","bumˈbo.ʎəs","bum""bo.L@s",0.375,8,3,"bum, bo, L@s",6.12241401048373,19.0175661052082,"D"
751,"bubbles","Spanish","burbujas","buɾˈβu.xas","bu4""Bu.xas",0.375,8,3,"bu4, Bu, xas",6.12241401048373,18.8445051234553,"D"
752,"box","Catalan","caixa","ˈka.ʃə","""ka.S@",0.5,4,2,"ka, S@",6.26507294112308,13.6159689075824,"A, B, C, D"
752,"box","Spanish","caja","ˈka.xa","""ka.xa",0.5,4,2,"ka, xa",6.26507294112308,14.6074580646591,"A, B, C, D"
753,"card","Catalan","cartes","ˈkar.təs","""kar.t@s",0.666666666666667,6,2,"kar, t@s",5.93973275495869,12.4420262494964,"B"
753,"card","Spanish","cartas","ˈkaɾ.tas","""ka4.tas",0.666666666666667,6,2,"ka4, tas",5.93973275495869,12.9838010352183,"B"
755,"book","Catalan","conte","ˈkon.tə","""kon.t@",0.5,5,2,"kon, t@",6.44600571221515,13.9709859538121,"D"
755,"book","Spanish","cuento","ˈkwen.to","""kwen.to",0.5,6,2,"kwen, to",6.44600571221515,13.7566531624338,"D"
756,"photo","Catalan","fotos","ˈfo.tus","""fo.tus",0.8,5,2,"fo, tus",5.52550854325776,11.0510170865155,"A"
756,"photo","Spanish","fotos","ˈfo.tos","""fo.tos",0.8,5,2,"fo, tos",5.52550854325776,12.9135707300878,"A"
757,"ball","Catalan","futbol","fudˈbɔɫ","fud""bO5",0.5,6,2,"fud, bO5",6.45259112637955,12.9051822527591,"B"
757,"ball","Spanish","futbol","ˈfut.bol","""fut.bol",0.5,6,2,"fut, bol",6.45259112637955,13.0384467767996,"B"
758,"balloon","Catalan","globus","ˈɡɫɔ.βus","""g5O.Bus",0.333333333333333,6,2,"g5O, Bus",6.10201706588024,12.2040341317605,"A, B, C, D"
758,"balloon","Spanish","globo","ˈɡlo.βo","""glo.Bo",0.333333333333333,5,2,"glo, Bo",6.10201706588024,13.0189342304816,"A, B, C, D"
759,"goal","Catalan","gol","ɡɔɫ","gO5",0.333333333333333,3,1,"gO5",5.43062609038495,5.43062609038495,"D"
759,"goal","Spanish","gol","ɡol","gol",0.333333333333333,3,1,"gol",5.43062609038495,5.43062609038495,"D"
760,"guitar","Catalan","guitarra","ɡiˈta.rə","gi""ta.r@",0.833333333333333,6,3,"gi, ta, r@",5.97488537566389,19.6736593393445,"A, B, C, D"
760,"guitar","Spanish","guitarra","ɡiˈta.ra","gi""ta.ra",0.833333333333333,6,3,"gi, ta, ra",5.97488537566389,20.6797607702498,"A, B, C, D"
761,"toy (object)","Catalan","joguina","ʒuˈɣi.nə","Zu""Gi.n@",0.333333333333333,6,3,"Zu, Gi, n@",5.98257408545589,19.2282070460924,"B"
761,"toy (object)","Spanish","juguete","xuˈɣe.te","xu""Ge.te",0.333333333333333,6,3,"xu, Ge, te",5.98257408545589,19.1276148047107,"B"
762,"pen/pencil","Catalan","llapis","ˈʎa.pis","""La.pis",0.6,5,2,"La, pis",6.09618369002763,12.6080111281066,"C"
762,"pen/pencil","Spanish","lapiz","ˈla.piθ","""la.piT",0.6,5,2,"la, piT",6.09618369002763,12.8630310718954,"C"
763,"doll","Catalan","nina","ˈni.nə","""ni.n@",0,4,2,"ni, n@",6.11974102558053,13.5975644364706,"A, B, C, D"
763,"doll","Spanish","muneca","muˈɲe.ka","mu""Je.ka",0,6,3,"mu, Je, ka",6.11974102558053,20.0950853567076,"A, B, C, D"
764,"music","Catalan","musica","ˈmu.zi.kə","""mu.zi.k@",0.666666666666667,6,3,"mu, zi, k@",5.88499777619758,19.8054499464934,"A"
764,"music","Spanish","musica","ˈmu.si.ka","""mu.si.ka",0.666666666666667,6,3,"mu, si, ka",5.88499777619758,20.4210403011634,"A"
765,"teddybear","Catalan","osset","uˈset","u""set",0.4,4,2,"u, set",6.24488773360493,13.1534169624146,"A, B, C, D"
765,"teddybear","Spanish","osito","oˈsi.to","o""si.to",0.4,5,3,"o, si, to",6.24488773360493,21.0303629211645,"A, B, C, D"
766,"stick","Catalan","pal","paɫ","pa5",0.5,3,1,"pa5",5.91246377809755,5.91246377809755,"C"
766,"stick","Spanish","palo","ˈpa.lo","""pa.lo",0.5,4,2,"pa, lo",5.91246377809755,14.4540900101408,"C"
767,"paper","Catalan","paper","pəˈpe","p@""pe",0.6,4,2,"p@, pe",6.14952841210031,13.3753538606216,"D"
767,"paper","Spanish","papel","paˈpel","pa""pel",0.6,5,2,"pa, pel",6.14952841210031,13.4908192528889,"D"
768,"clown","Catalan","pallasso","pəˈʎa.su","p@""La.su",0.5,6,3,"p@, La, su",6.13154376861259,20.0106243683511,"A"
768,"clown","Spanish","payaso","paˈʝa.so","pa""j\a.so",0.5,6,3,"pa, j\a, so",6.13154376861259,20.7313854565757,"A"
769,"ball","Catalan","pilota","piˈɫɔ.tə","pi""5O.t@",0.333333333333333,6,3,"pi, 5O, t@",6.45259112637955,20.8589005793789,"A, B, C, D"
769,"ball","Spanish","pelota","peˈlo.ta","pe""lo.ta",0.333333333333333,6,3,"pe, lo, ta",6.45259112637955,21.250462861842,"A, B, C, D"
770,"piano","Catalan","piano","piˈa.nu","pi""a.nu",0.6,5,3,"pi, a, nu",5.80527427759712,20.0445759205274,"C"
770,"piano","Spanish","piano","ˈpja.no","""pja.no",0.6,5,2,"pja, no",5.80527427759712,12.6034881566849,"C"
771,"painting","Catalan","pintures","pinˈtu.ɾəs","pin""tu.4@s",0.75,8,3,"pin, tu, 4@s",5.80762388870073,19.6767704958945,"D"
